loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,education_encoded,self_employed_encoded,loan_status_encoded,total_assets_value,loan_to_income_ratio,assets_to_loan_ratio,monthly_income,monthly_loan_payment,debt_to_income_ratio
3718,4, Graduate, No,5600000,12000000,4,719,5600000,2900000,14500000,3400000, Approved,0,0,0,26400000,2.142857142857143,2.2,466666.6666666667,3000000.0,6.428571428571428
3719,1, Graduate, Yes,9500000,35400000,14,439,400000,1200000,20200000,13500000, Rejected,0,1,1,35300000,3.7263157894736842,0.9971751412429378,791666.6666666666,2528571.4285714286,3.1939849624060153
3720,4, Not Graduate, Yes,4900000,15900000,10,668,10800000,8300000,14900000,2800000, Approved,1,1,0,36800000,3.2448979591836733,2.3144654088050314,408333.3333333333,1590000.0,3.8938775510204082
3721,4, Not Graduate, Yes,5900000,16500000,2,765,13000000,9400000,20000000,3500000, Approved,1,1,0,45900000,2.7966101694915255,2.7818181818181817,491666.6666666667,8250000.0,16.779661016949152
3722,5, Graduate, Yes,500000,1500000,4,476,200000,200000,1100000,700000, Approved,0,1,0,2200000,3.0,1.4666666666666666,41666.666666666664,375000.0,9.0
3723,3, Graduate, No,7000000,21700000,14,781,5400000,8500000,19300000,9600000, Approved,0,0,0,42800000,3.1,1.9723502304147464,583333.3333333334,1550000.0,2.657142857142857
3724,1, Not Graduate, No,3500000,12700000,4,350,5200000,6800000,12900000,1800000, Approved,1,0,0,26700000,3.6285714285714286,2.1023622047244093,291666.6666666667,3175000.0,10.885714285714284
3725,0, Graduate, No,5200000,12200000,16,783,5000000,2000000,11400000,5100000, Approved,0,0,0,23500000,2.3461538461538463,1.9262295081967213,433333.3333333333,762500.0,1.7596153846153848
3726,3, Graduate, Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000, Approved,0,1,0,22900000,3.1587301587301586,1.150753768844221,525000.0,1658333.3333333333,3.1587301587301586
3727,2, Not Graduate, No,8400000,28300000,10,822,1800000,16000000,33000000,4400000, Approved,1,0,0,55200000,3.369047619047619,1.9505300353356891,700000.0,2830000.0,4.042857142857143
3728,1, Not Graduate, Yes,7500000,22500000,14,469,12300000,9600000,16200000,4500000, Rejected,1,1,1,42600000,3.0,1.8933333333333333,625000.0,1607142.857142857,2.571428571428571
3729,2, Graduate, No,3300000,13000000,16,300,5500000,5900000,7400000,3100000, Rejected,0,0,1,21900000,3.9393939393939394,1.6846153846153846,275000.0,812500.0,2.9545454545454546
3730,2, Not Graduate, No,8800000,22400000,14,692,21700000,5100000,18600000,10900000, Approved,1,0,0,56300000,2.5454545454545454,2.513392857142857,733333.3333333334,1600000.0,2.1818181818181817
3731,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000, Approved,0,0,0,700000,3.5,1.0,16666.666666666668,38888.88888888889,2.3333333333333335
3732,5, Not Graduate, Yes,8000000,29100000,4,658,10600000,8600000,28800000,4600000, Approved,1,1,0,52600000,3.6375,1.8075601374570447,666666.6666666666,7275000.0,10.912500000000001
3733,3, Graduate, No,1000000,4000000,6,625,700000,100000,2800000,500000, Approved,0,0,0,4100000,4.0,1.025,83333.33333333333,666666.6666666666,8.0
3734,1, Graduate, No,9400000,26700000,10,343,7600000,2500000,28600000,13200000, Rejected,0,0,1,51900000,2.8404255319148937,1.9438202247191012,783333.3333333334,2670000.0,3.408510638297872
3735,5, Graduate, No,2100000,7300000,18,358,3700000,3200000,7200000,2200000, Rejected,0,0,1,16300000,3.4761904761904763,2.232876712328767,175000.0,405555.55555555556,2.3174603174603177
3736,4, Graduate, Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000, Approved,0,1,0,38000000,2.1296296296296298,3.3043478260869565,450000.0,575000.0,1.2777777777777777
3737,2, Graduate, Yes,4700000,15100000,8,799,9700000,2500000,10700000,4700000, Approved,0,1,0,27600000,3.2127659574468086,1.8278145695364238,391666.6666666667,1887500.0,4.819148936170213
3738,3, Graduate, No,8800000,33700000,12,397,17300000,16000000,22200000,8800000, Rejected,0,0,1,64300000,3.8295454545454546,1.9080118694362018,733333.3333333334,2808333.3333333335,3.8295454545454546
3739,5, Graduate, No,3200000,12200000,6,493,7700000,6200000,6700000,2100000, Rejected,0,0,1,22700000,3.8125,1.860655737704918,266666.6666666667,2033333.3333333333,7.624999999999999
3740,0, Graduate, Yes,7200000,21900000,4,446,17700000,10900000,24500000,7600000, Approved,0,1,0,60700000,3.0416666666666665,2.771689497716895,600000.0,5475000.0,9.125
3741,2, Not Graduate, Yes,2500000,7200000,16,315,5500000,3300000,4900000,2800000, Rejected,1,1,1,16500000,2.88,2.2916666666666665,208333.33333333334,450000.0,2.1599999999999997
3742,5, Not Graduate, Yes,6900000,15700000,14,887,13800000,5300000,25200000,4500000, Approved,1,1,0,48800000,2.2753623188405796,3.1082802547770703,575000.0,1121428.5714285714,1.950310559006211
3743,5, Graduate, Yes,5700000,20500000,16,429,2800000,1900000,22400000,3900000, Rejected,0,1,1,31000000,3.5964912280701755,1.5121951219512195,475000.0,1281250.0,2.6973684210526314
3744,4, Graduate, Yes,5500000,15100000,18,673,10500000,8000000,13900000,7200000, Approved,0,1,0,39600000,2.7454545454545456,2.622516556291391,458333.3333333333,838888.8888888889,1.8303030303030303
3745,4, Not Graduate, Yes,9200000,29100000,10,731,14500000,8300000,35800000,5000000, Approved,1,1,0,63600000,3.1630434782608696,2.185567010309278,766666.6666666666,2910000.0,3.7956521739130435
3746,5, Graduate, Yes,5700000,11500000,2,732,15800000,3700000,15600000,5300000, Approved,0,1,0,40400000,2.017543859649123,3.5130434782608697,475000.0,5750000.0,12.105263157894736
3747,5, Graduate, Yes,5000000,16400000,14,525,13000000,9100000,15300000,3300000, Rejected,0,1,1,40700000,3.28,2.481707317073171,416666.6666666667,1171428.5714285714,2.811428571428571
3748,4, Not Graduate, No,2300000,5500000,6,343,-100000,4100000,4800000,3200000, Rejected,1,0,1,12000000,2.391304347826087,2.1818181818181817,191666.66666666666,916666.6666666666,4.782608695652174
3749,0, Not Graduate, Yes,3000000,11000000,16,331,8000000,4500000,6600000,2400000, Rejected,1,1,1,21500000,3.6666666666666665,1.9545454545454546,250000.0,687500.0,2.75
3750,0, Not Graduate, No,7900000,26200000,18,845,14200000,14700000,27400000,6300000, Approved,1,0,0,62600000,3.3164556962025316,2.3893129770992365,658333.3333333334,1455555.5555555555,2.2109704641350207
3751,2, Graduate, No,2000000,6200000,16,696,4100000,600000,5400000,1300000, Approved,0,0,0,11400000,3.1,1.8387096774193548,166666.66666666666,387500.0,2.325
3752,5, Not Graduate, No,2700000,8700000,14,772,2200000,2800000,7600000,3700000, Approved,1,0,0,16300000,3.2222222222222223,1.8735632183908046,225000.0,621428.5714285715,2.7619047619047623
3753,3, Graduate, Yes,6400000,15800000,18,628,6900000,2700000,24800000,5300000, Approved,0,1,0,39700000,2.46875,2.5126582278481013,533333.3333333334,877777.7777777778,1.6458333333333333
3754,0, Not Graduate, Yes,8200000,19100000,2,764,22900000,8900000,20500000,4000000, Approved,1,1,0,56300000,2.3292682926829267,2.9476439790575917,683333.3333333334,9550000.0,13.97560975609756
3755,1, Graduate, No,2800000,6900000,14,553,400000,4900000,6800000,4200000, Approved,0,0,0,16300000,2.4642857142857144,2.36231884057971,233333.33333333334,492857.14285714284,2.1122448979591835
3756,1, Not Graduate, No,8900000,20000000,2,653,12700000,600000,17800000,9900000, Approved,1,0,0,41000000,2.247191011235955,2.05,741666.6666666666,10000000.0,13.483146067415731
3757,1, Not Graduate, No,5100000,20000000,4,506,7900000,8900000,20300000,6700000, Approved,1,0,0,43800000,3.9215686274509802,2.19,425000.0,5000000.0,11.764705882352942
3758,3, Graduate, No,2800000,8500000,20,431,6200000,1700000,7800000,2200000, Rejected,0,0,1,17900000,3.0357142857142856,2.1058823529411765,233333.33333333334,425000.0,1.8214285714285714
3759,2, Not Graduate, Yes,6100000,12300000,18,697,14100000,9100000,12600000,3500000, Approved,1,1,0,39300000,2.0163934426229506,3.1951219512195124,508333.3333333333,683333.3333333334,1.3442622950819674
3760,2, Not Graduate, No,8400000,24500000,6,588,11000000,1300000,22900000,10400000, Approved,1,0,0,45600000,2.9166666666666665,1.8612244897959183,700000.0,4083333.3333333335,5.833333333333334
3761,1, Not Graduate, No,1600000,5600000,6,846,600000,2800000,4600000,1200000, Approved,1,0,0,9200000,3.5,1.6428571428571428,133333.33333333334,933333.3333333334,7.0
3762,5, Graduate, No,4100000,11000000,14,379,6200000,1700000,8500000,5400000, Rejected,0,0,1,21800000,2.682926829268293,1.981818181818182,341666.6666666667,785714.2857142857,2.2996515679442506
3763,1, Not Graduate, No,300000,700000,10,745,0,0,900000,100000, Approved,1,0,0,1000000,2.3333333333333335,1.4285714285714286,25000.0,70000.0,2.8
3764,3, Graduate, No,9600000,34500000,20,523,24950000,2600000,24300000,5300000, Rejected,0,0,1,57150000,3.59375,1.6565217391304348,800000.0,1725000.0,2.15625
3765,4, Graduate, Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000, Approved,0,1,0,57100000,3.0602409638554215,2.248031496062992,691666.6666666666,6350000.0,9.180722891566266
3766,1, Graduate, No,4600000,16700000,16,407,13000000,6000000,9800000,2800000, Rejected,0,0,1,31600000,3.630434782608696,1.8922155688622755,383333.3333333333,1043750.0,2.722826086956522
3767,3, Not Graduate, Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000, Approved,1,1,0,31300000,2.0714285714285716,2.6982758620689653,466666.6666666667,966666.6666666666,2.071428571428571
3768,3, Graduate, Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000, Rejected,0,1,1,19400000,2.024390243902439,2.3373493975903616,341666.6666666667,518750.0,1.5182926829268293
3769,3, Not Graduate, No,3700000,13400000,18,373,2800000,100000,13200000,2500000, Rejected,1,0,1,18600000,3.6216216216216215,1.3880597014925373,308333.3333333333,744444.4444444445,2.4144144144144146
3770,4, Not Graduate, Yes,800000,2400000,2,461,1300000,1300000,2300000,300000, Approved,1,1,0,5200000,3.0,2.1666666666666665,66666.66666666667,1200000.0,18.0
3771,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000, Approved,0,0,0,41500000,3.4691358024691357,1.4768683274021353,675000.0,2341666.6666666665,3.4691358024691357
3772,2, Graduate, Yes,2700000,9500000,10,434,2700000,1500000,8100000,1800000, Rejected,0,1,1,14100000,3.5185185185185186,1.4842105263157894,225000.0,950000.0,4.222222222222222
3773,2, Not Graduate, Yes,7000000,21400000,12,541,3700000,1300000,19800000,9600000, Rejected,1,1,1,34400000,3.057142857142857,1.6074766355140186,583333.3333333334,1783333.3333333333,3.057142857142857
3774,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000, Approved,1,1,0,55100000,3.617283950617284,1.8805460750853242,675000.0,14650000.0,21.703703703703702
3775,1, Graduate, No,3200000,7600000,4,592,3000000,1400000,8100000,4700000, Approved,0,0,0,17200000,2.375,2.263157894736842,266666.6666666667,1900000.0,7.124999999999999
3776,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000, Approved,1,1,0,2300000,3.5,1.6428571428571428,33333.333333333336,140000.0,4.199999999999999
3777,1, Graduate, No,7800000,23900000,4,313,2600000,15300000,23000000,10900000, Approved,0,0,0,51800000,3.0641025641025643,2.1673640167364017,650000.0,5975000.0,9.192307692307692
3778,0, Not Graduate, No,5800000,19600000,14,673,8900000,10700000,18000000,7200000, Approved,1,0,0,44800000,3.3793103448275863,2.2857142857142856,483333.3333333333,1400000.0,2.896551724137931
3779,0, Not Graduate, Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000, Rejected,1,1,1,13700000,2.3076923076923075,2.283333333333333,216666.66666666666,750000.0,3.4615384615384617
3780,5, Not Graduate, No,5400000,21100000,12,661,15800000,10400000,20100000,5400000, Approved,1,0,0,51700000,3.9074074074074074,2.4502369668246446,450000.0,1758333.3333333333,3.9074074074074074
3781,3, Graduate, Yes,600000,1700000,4,576,400000,100000,2100000,500000, Approved,0,1,0,3100000,2.8333333333333335,1.8235294117647058,50000.0,425000.0,8.5
3782,1, Graduate, No,600000,1200000,14,443,700000,1000000,2200000,800000, Rejected,0,0,1,4700000,2.0,3.9166666666666665,50000.0,85714.28571428571,1.7142857142857142
3783,5, Graduate, Yes,9500000,21700000,16,307,24950000,2700000,28500000,9700000, Rejected,0,1,1,65850000,2.2842105263157895,3.0345622119815667,791666.6666666666,1356250.0,1.7131578947368422
3784,4, Graduate, Yes,1900000,4800000,12,656,1500000,1600000,5400000,1700000, Approved,0,1,0,10200000,2.526315789473684,2.125,158333.33333333334,400000.0,2.526315789473684
3785,1, Graduate, Yes,9800000,21200000,4,885,18000000,16400000,37300000,10800000, Approved,0,1,0,82500000,2.163265306122449,3.891509433962264,816666.6666666666,5300000.0,6.4897959183673475
3786,3, Graduate, No,7800000,16600000,20,896,12400000,10800000,30500000,5500000, Approved,0,0,0,59200000,2.128205128205128,3.566265060240964,650000.0,830000.0,1.2769230769230768
3787,5, Not Graduate, No,4900000,14100000,2,802,3300000,7500000,16100000,2700000, Approved,1,0,0,29600000,2.877551020408163,2.099290780141844,408333.3333333333,7050000.0,17.26530612244898
3788,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000, Approved,0,1,0,43400000,2.7349397590361444,1.9118942731277533,691666.6666666666,11350000.0,16.40963855421687
3789,4, Not Graduate, Yes,3900000,8900000,10,665,9300000,4000000,9200000,5300000, Approved,1,1,0,27800000,2.282051282051282,3.1235955056179776,325000.0,890000.0,2.7384615384615385
3790,2, Graduate, No,9000000,35700000,12,339,15200000,8400000,19500000,9000000, Rejected,0,0,1,52100000,3.966666666666667,1.4593837535014005,750000.0,2975000.0,3.966666666666667
3791,1, Not Graduate, No,9600000,32400000,20,447,15400000,17050000,19800000,4700000, Rejected,1,0,1,56950000,3.375,1.757716049382716,800000.0,1620000.0,2.025
3792,5, Not Graduate, Yes,1000000,2400000,18,613,1600000,1300000,2600000,600000, Approved,1,1,0,6100000,2.4,2.5416666666666665,83333.33333333333,133333.33333333334,1.6000000000000003
3793,5, Graduate, No,2800000,7200000,16,424,900000,5000000,6100000,3200000, Rejected,0,0,1,15200000,2.5714285714285716,2.111111111111111,233333.33333333334,450000.0,1.9285714285714284
3794,2, Not Graduate, No,8300000,20800000,6,667,19300000,4100000,25400000,6800000, Approved,1,0,0,55600000,2.5060240963855422,2.673076923076923,691666.6666666666,3466666.6666666665,5.0120481927710845
3795,4, Not Graduate, Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000, Approved,1,1,0,31300000,2.652173913043478,1.710382513661202,575000.0,1016666.6666666666,1.7681159420289854
3796,5, Not Graduate, Yes,3800000,9100000,18,654,9000000,4000000,10200000,3000000, Approved,1,1,0,26200000,2.3947368421052633,2.879120879120879,316666.6666666667,505555.55555555556,1.5964912280701753
3797,2, Not Graduate, No,8000000,17800000,20,549,2400000,9700000,27400000,10800000, Rejected,1,0,1,50300000,2.225,2.8258426966292136,666666.6666666666,890000.0,1.3350000000000002
3798,4, Graduate, Yes,9800000,29700000,4,373,11100000,5500000,37800000,10000000, Approved,0,1,0,64400000,3.0306122448979593,2.1683501683501682,816666.6666666666,7425000.0,9.091836734693878
3799,0, Graduate, Yes,2900000,7200000,16,332,3600000,5700000,7600000,3600000, Rejected,0,1,1,20500000,2.4827586206896552,2.8472222222222223,241666.66666666666,450000.0,1.8620689655172415
3800,4, Graduate, No,7900000,31500000,20,534,12400000,8500000,21600000,6400000, Rejected,0,0,1,48900000,3.9873417721518987,1.5523809523809524,658333.3333333334,1575000.0,2.392405063291139
3801,3, Not Graduate, No,4600000,17900000,8,396,10700000,4000000,12300000,2600000, Rejected,1,0,1,29600000,3.891304347826087,1.6536312849162011,383333.3333333333,2237500.0,5.836956521739131
3802,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000, Approved,0,0,0,6500000,3.7,1.7567567567567568,83333.33333333333,205555.55555555556,2.466666666666667
3803,5, Graduate, No,9000000,21300000,14,602,3400000,7700000,35400000,11000000, Approved,0,0,0,57500000,2.3666666666666667,2.699530516431925,750000.0,1521428.5714285714,2.0285714285714285
3804,0, Graduate, Yes,9400000,36100000,10,615,21200000,3800000,27400000,9100000, Approved,0,1,0,61500000,3.8404255319148937,1.703601108033241,783333.3333333334,3610000.0,4.608510638297872
3805,5, Graduate, Yes,7400000,23300000,20,482,15700000,3600000,29100000,6800000, Rejected,0,1,1,55200000,3.1486486486486487,2.369098712446352,616666.6666666666,1165000.0,1.8891891891891892
3806,0, Graduate, No,6600000,20100000,16,397,19200000,7000000,17200000,8400000, Rejected,0,0,1,51800000,3.0454545454545454,2.5771144278606966,550000.0,1256250.0,2.284090909090909
3807,0, Not Graduate, No,1300000,3400000,10,464,1200000,200000,3500000,1400000, Rejected,1,0,1,6300000,2.6153846153846154,1.8529411764705883,108333.33333333333,340000.0,3.1384615384615384
3808,0, Graduate, Yes,1100000,3400000,14,832,3200000,200000,4400000,1600000, Approved,0,1,0,9400000,3.090909090909091,2.764705882352941,91666.66666666667,242857.14285714287,2.6493506493506493
3809,5, Graduate, No,9200000,34800000,12,802,22000000,11000000,19800000,12500000, Approved,0,0,0,65300000,3.782608695652174,1.8764367816091954,766666.6666666666,2900000.0,3.7826086956521743
3810,2, Graduate, No,7000000,23900000,18,628,13400000,6600000,25200000,7200000, Approved,0,0,0,52400000,3.414285714285714,2.192468619246862,583333.3333333334,1327777.7777777778,2.276190476190476
3811,4, Graduate, No,5100000,18800000,10,694,6400000,5300000,13500000,4100000, Approved,0,0,0,29300000,3.6862745098039214,1.5585106382978724,425000.0,1880000.0,4.423529411764706
3812,1, Not Graduate, Yes,3200000,9300000,20,741,3800000,3500000,6900000,2300000, Approved,1,1,0,16500000,2.90625,1.7741935483870968,266666.6666666667,465000.0,1.74375
3813,1, Not Graduate, Yes,3700000,10900000,14,748,3700000,2800000,13200000,4100000, Approved,1,1,0,23800000,2.945945945945946,2.18348623853211,308333.3333333333,778571.4285714285,2.525096525096525
3814,5, Graduate, No,3600000,12800000,4,320,2500000,2900000,12600000,2900000, Approved,0,0,0,20900000,3.5555555555555554,1.6328125,300000.0,3200000.0,10.666666666666666
3815,1, Graduate, No,5600000,11700000,10,774,11000000,4300000,13100000,6500000, Approved,0,0,0,34900000,2.0892857142857144,2.982905982905983,466666.6666666667,1170000.0,2.507142857142857
3816,0, Not Graduate, Yes,9500000,32000000,2,500,8300000,9700000,24500000,5600000, Approved,1,1,0,48100000,3.3684210526315788,1.503125,791666.6666666666,16000000.0,20.210526315789476
3817,4, Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000, Approved,1,0,0,8800000,2.6666666666666665,2.2,125000.0,222222.22222222222,1.7777777777777777
3818,4, Not Graduate, No,7400000,18300000,10,601,16400000,12600000,28800000,6100000, Approved,1,0,0,63900000,2.472972972972973,3.4918032786885247,616666.6666666666,1830000.0,2.967567567567568
3819,2, Graduate, No,6000000,17400000,16,806,1800000,2100000,20200000,3500000, Approved,0,0,0,27600000,2.9,1.5862068965517242,500000.0,1087500.0,2.175
3820,0, Graduate, Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000, Approved,0,1,0,18100000,3.2,1.8854166666666667,250000.0,1600000.0,6.4
3821,4, Graduate, Yes,6000000,12900000,14,723,700000,1600000,13600000,4100000, Approved,0,1,0,20000000,2.15,1.550387596899225,500000.0,921428.5714285715,1.842857142857143
3822,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000, Rejected,0,1,1,4400000,2.5,2.933333333333333,50000.0,125000.0,2.5
3823,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000, Approved,0,0,0,8500000,3.6666666666666665,1.2878787878787878,150000.0,1650000.0,11.0
3824,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000, Approved,0,1,0,30400000,2.1818181818181817,2.533333333333333,458333.3333333333,6000000.0,13.090909090909092
3825,1, Graduate, No,1000000,2100000,6,715,2200000,1000000,2200000,1100000, Approved,0,0,0,6500000,2.1,3.0952380952380953,83333.33333333333,350000.0,4.2
3826,2, Not Graduate, Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000, Approved,1,1,0,12500000,2.0588235294117645,3.5714285714285716,141666.66666666666,350000.0,2.4705882352941178
3827,1, Graduate, Yes,3400000,12300000,8,523,6100000,4700000,8300000,2600000, Rejected,0,1,1,21700000,3.6176470588235294,1.7642276422764227,283333.3333333333,1537500.0,5.426470588235294
3828,1, Graduate, Yes,9600000,35900000,8,534,24500000,17050000,31900000,5400000, Rejected,0,1,1,78850000,3.7395833333333335,2.1963788300835656,800000.0,4487500.0,5.609375
3829,0, Not Graduate, Yes,2600000,7600000,18,470,700000,700000,5500000,2900000, Rejected,1,1,1,9800000,2.923076923076923,1.2894736842105263,216666.66666666666,422222.22222222225,1.948717948717949
3830,1, Graduate, No,1600000,3500000,18,619,3200000,100000,6300000,1500000, Approved,0,0,0,11100000,2.1875,3.1714285714285713,133333.33333333334,194444.44444444444,1.4583333333333333
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000, Approved,0,1,0,27900000,2.9767441860465116,2.1796875,358333.3333333333,640000.0,1.7860465116279072
3832,3, Graduate, No,1400000,3500000,16,365,2600000,2200000,2900000,1600000, Rejected,0,0,1,9300000,2.5,2.657142857142857,116666.66666666667,218750.0,1.875
3833,0, Not Graduate, No,8000000,18000000,16,791,13900000,10300000,23400000,10600000, Approved,1,0,0,58200000,2.25,3.2333333333333334,666666.6666666666,1125000.0,1.6875
3834,4, Not Graduate, Yes,5000000,18100000,12,424,5200000,2000000,14500000,6100000, Rejected,1,1,1,27800000,3.62,1.5359116022099448,416666.6666666667,1508333.3333333333,3.6199999999999997
3835,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000, Approved,0,0,0,33200000,2.2666666666666666,3.2549019607843137,375000.0,850000.0,2.2666666666666666
3836,1, Graduate, No,3400000,9900000,2,736,3900000,4800000,10600000,4500000, Approved,0,0,0,23800000,2.911764705882353,2.404040404040404,283333.3333333333,4950000.0,17.47058823529412
3837,5, Graduate, Yes,5700000,12800000,14,488,13600000,1000000,13200000,5500000, Rejected,0,1,1,33300000,2.245614035087719,2.6015625,475000.0,914285.7142857143,1.924812030075188
3838,2, Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000, Rejected,1,1,1,22900000,2.923076923076923,3.013157894736842,216666.66666666666,760000.0,3.5076923076923077
3839,0, Graduate, Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000, Rejected,0,1,1,31300000,2.7111111111111112,2.5655737704918034,375000.0,610000.0,1.6266666666666667
3840,2, Not Graduate, Yes,5100000,16800000,2,504,6400000,2700000,17100000,4400000, Approved,1,1,0,30600000,3.2941176470588234,1.8214285714285714,425000.0,8400000.0,19.764705882352942
3841,4, Not Graduate, Yes,5100000,18600000,20,312,9600000,6000000,16500000,5500000, Rejected,1,1,1,37600000,3.6470588235294117,2.021505376344086,425000.0,930000.0,2.1882352941176473
3842,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000, Approved,0,1,0,10000000,3.823529411764706,1.5384615384615385,141666.66666666666,464285.71428571426,3.277310924369748
3843,1, Not Graduate, No,5200000,10500000,20,317,3000000,8000000,19300000,5300000, Rejected,1,0,1,35600000,2.019230769230769,3.3904761904761904,433333.3333333333,525000.0,1.2115384615384617
3844,4, Not Graduate, No,8400000,29000000,2,463,12700000,1100000,20100000,6700000, Approved,1,0,0,40600000,3.4523809523809526,1.4,700000.0,14500000.0,20.714285714285715
3845,1, Not Graduate, Yes,9000000,34000000,16,842,6300000,16900000,22900000,5800000, Approved,1,1,0,51900000,3.7777777777777777,1.526470588235294,750000.0,2125000.0,2.8333333333333335
3846,4, Graduate, Yes,3400000,11800000,20,616,5000000,3300000,9900000,2900000, Approved,0,1,0,21100000,3.4705882352941178,1.7881355932203389,283333.3333333333,590000.0,2.0823529411764707
3847,1, Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000, Approved,1,0,0,29400000,3.5925925925925926,1.5154639175257731,450000.0,2425000.0,5.388888888888889
3848,0, Graduate, Yes,700000,2100000,12,813,200000,1300000,2200000,500000, Approved,0,1,0,4200000,3.0,2.0,58333.333333333336,175000.0,3.0
3849,2, Graduate, No,7600000,24800000,12,564,14000000,6200000,24700000,6700000, Approved,0,0,0,51600000,3.263157894736842,2.0806451612903225,633333.3333333334,2066666.6666666667,3.263157894736842
3850,2, Not Graduate, No,5000000,14700000,12,837,2200000,7200000,11700000,4800000, Approved,1,0,0,25900000,2.94,1.7619047619047619,416666.6666666667,1225000.0,2.94
3851,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000, Approved,1,1,0,13400000,3.76,1.425531914893617,208333.33333333334,587500.0,2.82
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000, Approved,1,1,0,16400000,2.6,3.1538461538461537,166666.66666666666,325000.0,1.9500000000000002
3853,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000, Approved,1,0,0,48500000,2.6555555555555554,2.0292887029288704,750000.0,1991666.6666666667,2.6555555555555554
3854,5, Graduate, No,8300000,31800000,16,858,24600000,11100000,26300000,8500000, Approved,0,0,0,70500000,3.8313253012048194,2.2169811320754715,691666.6666666666,1987500.0,2.8734939759036147
3855,0, Not Graduate, Yes,3100000,8500000,8,614,1700000,4600000,11000000,3300000, Approved,1,1,0,20600000,2.7419354838709675,2.4235294117647057,258333.33333333334,1062500.0,4.112903225806451
3856,2, Graduate, Yes,8500000,25600000,16,714,11400000,14800000,17200000,5700000, Approved,0,1,0,49100000,3.011764705882353,1.91796875,708333.3333333334,1600000.0,2.2588235294117647
3857,2, Graduate, Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000, Approved,0,1,0,10300000,3.8333333333333335,2.239130434782609,100000.0,230000.0,2.3
3858,4, Graduate, Yes,2800000,5500000,8,875,6900000,4000000,6000000,3300000, Approved,0,1,0,20200000,1.9642857142857142,3.672727272727273,233333.33333333334,687500.0,2.946428571428571
3859,5, Graduate, Yes,2800000,10900000,6,359,5000000,3300000,7600000,3000000, Rejected,0,1,1,18900000,3.892857142857143,1.7339449541284404,233333.33333333334,1816666.6666666667,7.785714285714286
3860,5, Graduate, Yes,6500000,24100000,6,441,14100000,9600000,15300000,5200000, Rejected,0,1,1,44200000,3.707692307692308,1.83402489626556,541666.6666666666,4016666.6666666665,7.415384615384616
3861,4, Graduate, No,8700000,25200000,18,790,24950000,9100000,18400000,8400000, Approved,0,0,0,60850000,2.896551724137931,2.4146825396825395,725000.0,1400000.0,1.9310344827586208
3862,1, Not Graduate, Yes,5400000,13600000,4,821,11600000,8700000,19900000,5600000, Approved,1,1,0,45800000,2.5185185185185186,3.3676470588235294,450000.0,3400000.0,7.555555555555555
3863,2, Not Graduate, No,8600000,33300000,16,375,19600000,11200000,25500000,11200000, Rejected,1,0,1,67500000,3.872093023255814,2.027027027027027,716666.6666666666,2081250.0,2.9040697674418605
3864,3, Graduate, No,4700000,9600000,10,545,5200000,7200000,12000000,5300000, Rejected,0,0,1,29700000,2.0425531914893615,3.09375,391666.6666666667,960000.0,2.451063829787234
3865,5, Not Graduate, Yes,1100000,3900000,4,891,1100000,200000,3400000,900000, Approved,1,1,0,5600000,3.5454545454545454,1.435897435897436,91666.66666666667,975000.0,10.636363636363637
